,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
290394,1551380748.3459868,C8WPQG2jEAG3JKuj2d,192.168.1.200,52862.0,184.152.55.177,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
302314,1551380870.110765,CcSa0XuJtD3Z20X4a,192.168.1.200,34164.0,112.74.87.185,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
317546,1551381030.2865212,CUTi4R3yLsLgXkpH0e,192.168.1.200,34180.0,103.141.154.56,23.0,tcp,-,3.095508,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
323640,1551381091.557368,CTJs923GJEVMp05RC6,192.168.1.200,47164.0,195.232.201.255,23.0,tcp,-,3.105029,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
335820,1551381219.62314,CLyAcX1xxCLZLZRcL1,192.168.1.200,35604.0,118.114.127.145,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
360463,1551381471.918002,CX2RumK0m9DajqZ1g,192.168.1.200,42708.0,162.119.74.150,23.0,tcp,-,3.14871,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
429350,1551382187.574683,CRkECj3Osur7jOuipe,192.168.1.200,45898.0,168.159.165.105,23.0,tcp,-,3.089522,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
432683,1551382218.171278,ChOnVo3XnAOhHfutLl,192.168.1.200,37576.0,161.173.164.163,23.0,tcp,-,3.1362400000000004,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
433809,1551382233.200212,CW8unC3rlQ2IkoL669,192.168.1.200,36230.0,125.168.212.147,23.0,tcp,-,3.14423,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
440284,1551382300.584109,CnAjkh4BfyN8UlQi94,192.168.1.200,58460.0,138.106.149.147,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
447456,1551382370.898543,C4xKAU2Fca2fD2PhM6,192.168.1.200,55046.0,88.122.63.46,23.0,tcp,-,3.126228,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
468792,1551382592.984058,CpaMDX2AteUljIimZ9,192.168.1.200,36160.0,86.116.161.107,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
473294,1551382642.696734,CU4AHd1w4o8SI8ojv7,192.168.1.200,41008.0,134.214.75.166,23.0,tcp,-,3.087246,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
2851,1551383462.896519,CSx6NK3djbw8TzDpj9,192.168.1.193,30535.0,197.112.157.0,8081.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
7102,1551383483.641116,CKKqwj139SeAc8aw09,192.168.1.193,30535.0,217.50.3.193,8081.0,tcp,-,0.000254,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
33940,1551383614.547302,CmXoLZVHdNter1bZ8,192.168.1.193,30535.0,197.254.145.75,8081.0,tcp,-,9e-06,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
36653,1551383627.9506211,C4QAyl2gt3Zziyb0Ab,192.168.1.193,24159.0,197.151.117.10,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
59994,1551383741.29445,CrilDa1vtstDFzSZNb,192.168.1.193,24159.0,217.204.114.161,8081.0,tcp,-,0.0005059999999999999,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
85749,1551383866.3353848,C56fYaqilgPkoTpHb,192.168.1.193,30535.0,217.150.143.136,8081.0,tcp,-,0.000505,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
97933,1551383925.636461,CL4eh52lHbEm08Xzxc,192.168.1.193,30535.0,217.135.137.202,8081.0,tcp,-,0.000508,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
121240,1551384039.789928,Crb7CJs0Q30hLH0q8,192.168.1.193,24159.0,217.209.117.226,8081.0,tcp,-,0.000254,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
122022,1551384043.1849859,CvMc7QP4Zr7V1dG01,192.168.1.193,30535.0,217.155.210.30,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
122334,1551384044.996451,CiGAss44aTSY1eXPh1,192.168.1.193,24159.0,197.153.72.74,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
130202,1551384082.721633,Cg7sHy45aLebXsIh9k,192.168.1.193,30535.0,217.1.243.211,8081.0,tcp,-,0.000256,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
139365,1551384127.171224,CW6VSm2uwv1hmONK68,192.168.1.193,24159.0,197.254.133.68,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
162536,1551384239.815349,CioEw041FqUbvVpov8,192.168.1.193,30535.0,217.66.61.71,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
166786,1551384260.595475,CuCcuI1zEQ9TOEC6q,192.168.1.193,30535.0,217.30.150.161,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
168052,1551384266.857397,CmF2p1bCNnmNFCLE,192.168.1.193,30535.0,197.231.19.184,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
174071,1551384296.667116,CVUPZ5eFmJsStRfMa,192.168.1.193,24159.0,197.7.43.92,8081.0,tcp,-,0.000254,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
176854,1551384309.533015,CzTrAc4vhV3K6SnJ9f,192.168.1.193,30535.0,197.108.217.91,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
185962,1551384354.251966,CnKHUo3gdo5bWBUmM9,192.168.1.193,30535.0,217.234.212.116,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
208294,1551384462.457657,C9fKiS2fmt27jYj6Lf,192.168.1.193,30535.0,217.118.173.155,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
216620,1551384503.002749,CUVaQS2Z06xzw9TMaj,192.168.1.193,30535.0,217.7.42.148,8081.0,tcp,-,8e-06,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
217681,1551384508.2200189,CCeqHw3vXZ04vORll6,192.168.1.193,30535.0,197.11.227.164,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
218206,1551384510.3313131,C3rsNd1H22lTQQA5bk,192.168.1.193,30535.0,217.225.215.49,8081.0,tcp,-,0.000254,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
229100,1551384564.00266,CAqrvBmdQTtBq5wik,192.168.1.193,24159.0,197.144.145.25,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
252775,1551384678.8100991,CHC1iG4nTx0Ph0yG53,192.168.1.193,30535.0,197.221.109.161,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
252835,1551384678.8308358,CmkXurbv8Q9nkhj52,192.168.1.193,30535.0,197.9.25.148,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
295671,1551384887.415992,CVGYzU2Y4eWxBGQZlb,192.168.1.193,24159.0,197.98.126.63,8081.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
307786,1551384946.15396,CY5vQU20fZitVAL2nh,192.168.1.193,30535.0,217.157.90.206,8081.0,tcp,-,0.00025699999999999996,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
316146,1551384987.239002,CGLWm21EpKwkmpaMGe,192.168.1.193,24159.0,217.143.190.89,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
318104,1551384996.618648,CUBOLD4KRreoTIeDOf,192.168.1.193,24159.0,217.62.237.198,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
331132,1551385059.528983,C7bF3V25UihshXbk93,192.168.1.193,30535.0,197.48.249.200,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
350398,1551385154.162648,CcCm3abwyRqWZtvq2,192.168.1.193,30535.0,217.223.62.29,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
358059,1551385191.155694,CXHDx64oI71fFfDVge,192.168.1.193,24159.0,197.6.112.174,8081.0,tcp,-,0.000254,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
369616,1551385247.325711,CUYJGB4HLiEXnX0eFl,192.168.1.193,24159.0,197.143.171.0,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
372633,1551385261.9115279,CN6L091yX4XEp7775,192.168.1.193,24159.0,217.36.192.43,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
375347,1551385274.818534,Cw2Bs03KB03ZmGEMYh,192.168.1.193,30535.0,217.178.148.166,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
395141,1551385370.524998,CfiasO1BEJjClTL6x1,192.168.1.193,30535.0,197.63.233.201,8081.0,tcp,-,8e-06,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
397252,1551385381.493826,CiQwrU1RNBvtiqaFW6,192.168.1.193,24159.0,217.237.4.43,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
397703,1551385383.582401,C94Zss4Y8fXe0L78Vd,192.168.1.193,24159.0,217.172.36.192,8081.0,tcp,-,0.000259,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
400464,1551385397.096794,CIevGr4mhacyfx7vEc,192.168.1.193,24159.0,197.132.21.198,8081.0,tcp,-,8e-06,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
417174,1551385478.6668391,CVHRZR3m620i90255g,192.168.1.193,30535.0,197.156.115.91,8081.0,tcp,-,0.00025499999999999996,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
430383,1551385542.724955,CXS9oL2j8wpCuzpMS3,192.168.1.193,24159.0,217.150.239.116,8081.0,tcp,-,0.000251,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
443430,1551385606.574403,Ca0ITB4nxygbdRQsua,192.168.1.193,30535.0,217.62.236.199,8081.0,tcp,-,0.0005070000000000001,0,0,S0,-,-,0.0,S,10.0,400.0,0.0,0.0,PartOfAHorizontalPortScan
444872,1551385613.440025,CHrRax1X5uTVwY5Ubc,192.168.1.193,24159.0,197.155.97.174,8081.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
450596,1551385641.5558882,CYPtmq2wKSjuEOMDBd,192.168.1.193,24159.0,197.255.122.142,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
456048,1551385667.926233,CsczWh3Fsa0sseAdVh,192.168.1.193,30535.0,217.122.149.3,8081.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
462993,1551385701.857798,CidmKb1WaSUkSTSSKc,192.168.1.193,24159.0,197.184.152.84,8081.0,tcp,-,0.000256,0,0,S0,-,-,0.0,S,6.0,240.0,0.0,0.0,PartOfAHorizontalPortScan
485539,1551385811.44154,CJyrZd4ZM7XgP37Or6,192.168.1.193,30535.0,197.249.20.131,8081.0,tcp,-,0.0005070000000000001,0,0,S0,-,-,0.0,S,4.0,160.0,0.0,0.0,PartOfAHorizontalPortScan
631,1552047924.940369,ClcqQNOV7ErF3tYG1,192.168.1.197,63420.0,219.241.206.21,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
12745,1552047957.546005,ClTwi02vv5187O8Xq8,192.168.1.197,63420.0,181.240.65.243,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
15466,1552047964.679437,CpHZL01CiVBzlJflJ3,192.168.1.197,63420.0,203.164.97.124,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
19955,1552047975.898272,CyaIko4tLQFgBeaaOh,192.168.1.197,63420.0,172.91.168.88,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
20349,1552047976.9176939,CIy8Gc38KjHp2VZhxl,192.168.1.197,63420.0,205.161.167.14,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
59978,1552048084.196957,C2MsKO1CxhvXSNXDk8,192.168.1.197,63420.0,142.11.129.249,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
90582,1552048165.9672961,CHcThF1TTIQuIRkJq2,192.168.1.197,63420.0,72.57.157.124,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
93535,1552048174.2335858,C7u46J38KtNdbsptVj,192.168.1.197,63420.0,107.250.12.38,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
127212,1552048265.2726429,Cigm3cEM9efzNzI7l,192.168.1.197,63420.0,125.77.7.32,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
134682,1552048284.949661,ChOAra40ZIxPjHVq7b,192.168.1.197,63420.0,186.141.190.52,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
135885,1552048288.058388,Cg8A9x3jPmM3LBsExh,192.168.1.197,63420.0,218.205.152.157,2323.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
145585,1552048314.937542,CJLUdA1uepV5FFeiz5,192.168.1.197,63420.0,116.188.2.116,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
147159,1552048319.079686,Cl7paf3r7aOXPfVwJf,192.168.1.197,63420.0,133.221.222.2,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
164509,1552048365.649367,Cr96iN1XbbapHxicj1,192.168.1.197,63420.0,20.253.247.74,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
171192,1552048383.254322,CzecEH1CCGA2USecvj,192.168.1.197,63420.0,117.120.141.251,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
176810,1552048398.766217,CheBwy2WD8lpRpmZF4,192.168.1.197,63420.0,64.86.41.149,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
183995,1552048418.419503,CVYC0l2BegqIJFNww1,192.168.1.197,63420.0,134.54.242.57,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
196028,1552048450.4959571,CmRLHe5Tp5Ph3DF44,192.168.1.197,63420.0,87.100.88.211,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
229823,1552048541.576481,CXSjIa4lQPg6VuFSl1,192.168.1.197,63420.0,1.162.221.33,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
235401,1552048556.083467,Cz1YwE1YAHNn7UpzK9,192.168.1.197,63420.0,124.14.138.9,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
253888,1552048606.76855,CRMCn1dELPj2bhk3h,192.168.1.197,63420.0,58.28.175.126,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
258759,1552048619.21169,CwbHrjTPy1VitaNAe,192.168.1.197,63420.0,60.202.120.6,23.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
270790,1552048652.308816,CwKZET1zYTMGD6hEU5,192.168.1.197,63420.0,119.40.231.121,2323.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
273204,1552048658.528772,CUueND4CPmvXNXHzbh,192.168.1.197,63420.0,131.100.71.33,2323.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
286115,1552048693.686964,C6YLke22weFQg1L48e,192.168.1.197,63420.0,40.17.163.12,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
289476,1552048701.993221,CRW9l4E3aEH5oycN7,192.168.1.197,63420.0,84.72.69.249,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
294177,1552048714.4231288,Cc10H31zSza3JW6due,192.168.1.197,63420.0,130.227.165.101,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
314763,1552048770.298995,CabuOe1mbm1GrBzSqd,192.168.1.197,63420.0,141.26.199.30,2323.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
316687,1552048775.474302,COeE301ge6tRaohfB8,192.168.1.197,63420.0,91.13.38.91,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
328111,1552048806.519093,Cn2PAb3gHQ4J4PaSTj,192.168.1.197,63420.0,45.67.219.40,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
354778,1552048877.571507,C5MvzX3fVTeUbniYok,192.168.1.197,63420.0,4.23.198.16,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
374531,1552048931.043052,C7cR4O1pf5QijWPw49,192.168.1.197,63420.0,162.185.176.194,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
379414,1552048943.367385,C0x7TRDo4S0eUHpF8,192.168.1.197,63420.0,54.88.245.39,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
380633,1552048947.4490972,CGNmwT33XLEUc4Lzcc,192.168.1.197,63420.0,204.253.77.10,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
394243,1552048983.336949,CdEqIn463UPo84OFO1,192.168.1.197,63420.0,185.58.164.246,23.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
404974,1552049012.0275948,CLPeF44psp6EsAHQOg,192.168.1.197,63420.0,62.212.190.16,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
426376,1552049069.407833,CJG4Kf2K7sVqwKe3Ui,192.168.1.197,63420.0,129.12.198.163,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
440927,1552049108.342903,CaAb4U1a73ehmIlDmg,192.168.1.197,63420.0,155.183.200.224,23.0,tcp,-,5e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
442230,1552049111.433413,CU4dt94H7chBOLIz5,192.168.1.197,63420.0,92.68.55.2,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
442520,1552049112.460092,CRYoz44Md3u7ypQ0ag,192.168.1.197,63420.0,50.70.217.71,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
455031,1552049145.605914,C5y54s2Pd5QBdI7o9c,192.168.1.197,63420.0,109.40.248.29,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
459711,1552049159.0333462,Cf1gfH2rfslFBs3tv3,192.168.1.197,63420.0,40.32.220.98,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
477438,1552049206.419123,CoR2eh49YRhcqpPij9,192.168.1.197,63420.0,31.23.201.103,23.0,tcp,-,6e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
494735,1552049252.567586,CkaoI4CR0Nclf4JB9,192.168.1.197,63420.0,137.116.201.52,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
495935,1552049255.648851,CA40Ix4owW3A6ldCR6,192.168.1.197,63420.0,210.107.42.244,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,80.0,0.0,0.0,PartOfAHorizontalPortScan
2996,1569018199.112786,C1wziF3pAlaHzOk2C2,192.168.1.195,56207.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
4961,1569018199.7439651,CF3cGJ35ji7SIt0Of2,192.168.1.195,21944.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
26165,1569018200.047065,Cvq9FMQoc7yHIvWDi,192.168.1.195,45715.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
41412,1569018207.767122,CGLao33jG8p6KvLzJd,192.168.1.195,50987.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
53008,1569018204.686947,CMY9VI1lLz9METzo1g,192.168.1.195,56610.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
62515,1569018205.6532052,CiXKKN2GMBS6hK31xj,192.168.1.195,60613.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
62831,1569018210.686636,CoUrHU2zt71457o82f,192.168.1.195,30050.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
69694,1569018211.396024,Ce8t291ohqAfcOjGI7,192.168.1.195,33418.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
78464,1569018207.296114,CIu5M11yqs6yWFRV84,192.168.1.195,17651.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
91985,1569018212.349536,CvpDYn3CAyVSv1ngVj,192.168.1.195,39540.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
115505,1569018215.741057,CdAeoV1qdNFY8lrOqk,192.168.1.195,53717.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
124074,1569018216.455188,C4aeFOKYyZ1APkBV1,192.168.1.195,40033.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
146568,1569018218.309494,CDqSIl7dvDCQ1AJSf,192.168.1.195,45463.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
150061,1569018215.447705,CWqhcc3uq7rtlCDE38,192.168.1.195,14055.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
157171,1569018214.193846,CMGTEn1VCFxgYc3Xp3,192.168.1.195,25034.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
159177,1569018214.351264,CMga8b1rOHNE9jwlx6,192.168.1.195,28380.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
159416,1569018219.369705,CxXmJN1BrQnRI99u32,192.168.1.195,33993.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
167467,1569018216.591873,CLXYp2ZUkEdMSQNJ5,192.168.1.195,57211.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
171753,1569018215.381988,CSVTLH1Kq51bH8wepj,192.168.1.195,30094.0,162.248.88.215,62336.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,DDoS
